0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000007	0.000014	0.000012	-0.000001	-0.000027	-0.000067	-0.000120	-0.000186	-0.000262	-0.000348	-0.000443	-0.000545	-0.000654	-0.000767	-0.000885	-0.001005	-0.001128	-0.001253	-0.001379	-0.001505	-0.001630	-0.001755	-0.001879	-0.002001	-0.002121	-0.002239	-0.002354	-0.002467	-0.002576	-0.002683	-0.002786	-0.002885	-0.002980	-0.003072	-0.003159	-0.003242	-0.003321	-0.003395	-0.003464	-0.003529	-0.003589	-0.003643	-0.003693	-0.003737	-0.003776	-0.003809	-0.003837	-0.003859	-0.003875	-0.003886	-0.003890	-0.003889	-0.003881	-0.003868	-0.003848	-0.003822	-0.003790	-0.003751	-0.003707	-0.003656	-0.003599	-0.003535	-0.003466	-0.003391	-0.003309	-0.003222	-0.003130	-0.003031	-0.002928	-0.002819	-0.002705	-0.002587	-0.002465	-0.002339	-0.002209	-0.002076	-0.001941	-0.001804	-0.001665	-0.001526	-0.001386	-0.001248	-0.001111	-0.000977	-0.000846	-0.000721	-0.000601	-0.000488	-0.000383	-0.000289	-0.000205	-0.000133	-0.000075	-0.000031	-0.000002	0.000012	0.000014	0.000007	0.000000
0.000000	0.000005	0.000004	-0.000011	-0.000048	-0.000107	-0.000190	-0.000296	-0.000423	-0.000571	-0.000736	-0.000917	-0.001112	-0.001318	-0.001534	-0.001757	-0.001987	-0.002221	-0.002459	-0.002698	-0.002938	-0.003178	-0.003416	-0.003652	-0.003885	-0.004114	-0.004339	-0.004560	-0.004775	-0.004984	-0.005187	-0.005384	-0.005573	-0.005755	-0.005930	-0.006096	-0.006255	-0.006405	-0.006546	-0.006678	-0.006801	-0.006915	-0.007019	-0.007113	-0.007197	-0.007270	-0.007333	-0.007385	-0.007427	-0.007457	-0.007476	-0.007484	-0.007480	-0.007465	-0.007438	-0.007400	-0.007349	-0.007287	-0.007213	-0.007127	-0.007029	-0.006919	-0.006798	-0.006665	-0.006521	-0.006365	-0.006199	-0.006021	-0.005834	-0.005636	-0.005429	-0.005212	-0.004987	-0.004755	-0.004514	-0.004268	-0.004016	-0.003759	-0.003498	-0.003235	-0.002971	-0.002707	-0.002445	-0.002186	-0.001932	-0.001684	-0.001446	-0.001219	-0.001005	-0.000806	-0.000625	-0.000463	-0.000324	-0.000208	-0.000118	-0.000053	-0.000013	0.000004	0.000005	0.000000
0.000000	-0.000003	-0.000016	-0.000054	-0.000120	-0.000216	-0.000344	-0.000503	-0.000691	-0.000906	-0.001145	-0.001406	-0.001685	-0.001981	-0.002290	-0.002610	-0.002939	-0.003274	-0.003614	-0.003956	-0.004300	-0.004643	-0.004984	-0.005322	-0.005656	-0.005985	-0.006307	-0.006623	-0.006931	-0.007231	-0.007522	-0.007804	-0.008076	-0.008337	-0.008587	-0.008825	-0.009052	-0.009267	-0.009469	-0.009658	-0.009834	-0.009996	-0.010144	-0.010278	-0.010397	-0.010501	-0.010591	-0.010665	-0.010723	-0.010765	-0.010791	-0.010802	-0.010795	-0.010772	-0.010732	-0.010676	-0.010602	-0.010512	-0.010405	-0.010280	-0.010139	-0.009981	-0.009807	-0.009616	-0.009408	-0.009185	-0.008946	-0.008692	-0.008423	-0.008140	-0.007844	-0.007534	-0.007213	-0.006880	-0.006537	-0.006185	-0.005825	-0.005458	-0.005087	-0.004712	-0.004335	-0.003959	-0.003586	-0.003217	-0.002855	-0.002503	-0.002163	-0.001838	-0.001532	-0.001247	-0.000985	-0.000751	-0.000547	-0.000374	-0.000235	-0.000131	-0.000059	-0.000018	-0.000003	0.000000
0.000000	-0.000013	-0.000043	-0.000107	-0.000206	-0.000342	-0.000517	-0.000729	-0.000975	-0.001254	-0.001563	-0.001898	-0.002256	-0.002633	-0.003028	-0.003436	-0.003855	-0.004282	-0.004715	-0.005151	-0.005589	-0.006026	-0.006461	-0.006892	-0.007317	-0.007737	-0.008148	-0.008551	-0.008944	-0.009326	-0.009697	-0.010056	-0.010402	-0.010735	-0.011054	-0.011357	-0.011646	-0.011919	-0.012176	-0.012417	-0.012640	-0.012846	-0.013034	-0.013204	-0.013355	-0.013487	-0.013599	-0.013692	-0.013765	-0.013818	-0.013850	-0.013861	-0.013852	-0.013821	-0.013769	-0.013696	-0.013601	-0.013484	-0.013346	-0.013187	-0.013006	-0.012804	-0.012580	-0.012336	-0.012071	-0.011786	-0.011481	-0.011157	-0.010815	-0.010454	-0.010077	-0.009683	-0.009273	-0.008850	-0.008414	-0.007967	-0.007510	-0.007044	-0.006573	-0.006097	-0.005620	-0.005142	-0.004668	-0.004200	-0.003741	-0.003294	-0.002862	-0.002448	-0.002058	-0.001693	-0.001357	-0.001054	-0.000787	-0.000558	-0.000369	-0.000222	-0.000115	-0.000046	-0.000014	0.000000
0.000000	-0.000024	-0.000071	-0.000163	-0.000298	-0.000476	-0.000697	-0.000961	-0.001265	-0.001605	-0.001980	-0.002384	-0.002815	-0.003269	-0.003742	-0.004231	-0.004732	-0.005244	-0.005761	-0.006283	-0.006806	-0.007329	-0.007849	-0.008364	-0.008874	-0.009375	-0.009867	-0.010349	-0.010819	-0.011276	-0.011720	-0.012149	-0.012563	-0.012961	-0.013342	-0.013705	-0.014050	-0.014376	-0.014683	-0.014969	-0.015236	-0.015481	-0.015705	-0.015906	-0.016086	-0.016242	-0.016376	-0.016486	-0.016571	-0.016633	-0.016670	-0.016682	-0.016669	-0.016631	-0.016567	-0.016478	-0.016363	-0.016222	-0.016056	-0.015864	-0.015646	-0.015403	-0.015135	-0.014843	-0.014525	-0.014184	-0.013819	-0.013432	-0.013022	-0.012591	-0.012140	-0.011669	-0.011181	-0.010676	-0.010156	-0.009622	-0.009077	-0.008522	-0.007961	-0.007394	-0.006825	-0.006256	-0.005691	-0.005133	-0.004585	-0.004052	-0.003536	-0.003041	-0.002572	-0.002133	-0.001728	-0.001359	-0.001032	-0.000748	-0.000510	-0.000319	-0.000175	-0.000077	-0.000026	0.000000
0.000000	-0.000035	-0.000100	-0.000221	-0.000391	-0.000610	-0.000878	-0.001193	-0.001552	-0.001951	-0.002388	-0.002858	-0.003357	-0.003881	-0.004427	-0.004991	-0.005568	-0.006156	-0.006752	-0.007352	-0.007953	-0.008554	-0.009152	-0.009744	-0.010329	-0.010905	-0.011471	-0.012024	-0.012565	-0.013090	-0.013600	-0.014093	-0.014568	-0.015025	-0.015462	-0.015879	-0.016275	-0.016649	-0.017001	-0.017330	-0.017635	-0.017915	-0.018171	-0.018402	-0.018607	-0.018786	-0.018937	-0.019062	-0.019159	-0.019228	-0.019269	-0.019282	-0.019265	-0.019220	-0.019145	-0.019041	-0.018907	-0.018744	-0.018552	-0.018330	-0.018079	-0.017799	-0.017490	-0.017152	-0.016787	-0.016394	-0.015975	-0.015530	-0.015059	-0.014564	-0.014046	-0.013506	-0.012946	-0.012367	-0.011770	-0.011159	-0.010534	-0.009898	-0.009254	-0.008605	-0.007953	-0.007302	-0.006654	-0.006014	-0.005386	-0.004773	-0.004180	-0.003611	-0.003070	-0.002561	-0.002090	-0.001660	-0.001274	-0.000937	-0.000650	-0.000416	-0.000235	-0.000107	-0.000037	0.000000
0.000000	-0.000045	-0.000128	-0.000277	-0.000481	-0.000741	-0.001055	-0.001419	-0.001831	-0.002287	-0.002783	-0.003314	-0.003877	-0.004467	-0.005081	-0.005713	-0.006361	-0.007019	-0.007686	-0.008358	-0.009031	-0.009703	-0.010372	-0.011034	-0.011689	-0.012333	-0.012965	-0.013584	-0.014188	-0.014776	-0.015346	-0.015897	-0.016428	-0.016939	-0.017427	-0.017893	-0.018335	-0.018752	-0.019145	-0.019512	-0.019852	-0.020165	-0.020450	-0.020706	-0.020934	-0.021132	-0.021301	-0.021439	-0.021546	-0.021621	-0.021666	-0.021678	-0.021658	-0.021605	-0.021520	-0.021402	-0.021252	-0.021068	-0.020852	-0.020602	-0.020320	-0.020006	-0.019660	-0.019282	-0.018873	-0.018433	-0.017964	-0.017466	-0.016940	-0.016387	-0.015808	-0.015205	-0.014579	-0.013933	-0.013267	-0.012584	-0.011887	-0.011178	-0.010460	-0.009735	-0.009008	-0.008281	-0.007558	-0.006844	-0.006141	-0.005456	-0.004791	-0.004153	-0.003545	-0.002972	-0.002438	-0.001949	-0.001508	-0.001119	-0.000785	-0.000509	-0.000292	-0.000135	-0.000048	0.000000
0.000000	-0.000055	-0.000154	-0.000329	-0.000567	-0.000867	-0.001224	-0.001636	-0.002099	-0.002608	-0.003160	-0.003750	-0.004373	-0.005025	-0.005701	-0.006397	-0.007109	-0.007833	-0.008566	-0.009303	-0.010042	-0.010780	-0.011513	-0.012240	-0.012958	-0.013664	-0.014358	-0.015036	-0.015699	-0.016343	-0.016968	-0.017572	-0.018154	-0.018713	-0.019248	-0.019758	-0.020242	-0.020699	-0.021128	-0.021529	-0.021901	-0.022243	-0.022555	-0.022835	-0.023083	-0.023299	-0.023482	-0.023632	-0.023748	-0.023830	-0.023876	-0.023888	-0.023865	-0.023806	-0.023711	-0.023581	-0.023414	-0.023211	-0.022973	-0.022698	-0.022388	-0.022043	-0.021662	-0.021247	-0.020799	-0.020316	-0.019802	-0.019255	-0.018678	-0.018072	-0.017438	-0.016778	-0.016092	-0.015384	-0.014655	-0.013908	-0.013145	-0.012369	-0.011583	-0.010790	-0.009993	-0.009197	-0.008405	-0.007622	-0.006851	-0.006099	-0.005368	-0.004665	-0.003994	-0.003361	-0.002769	-0.002224	-0.001731	-0.001293	-0.000914	-0.000597	-0.000346	-0.000162	-0.000058	0.000000
0.000000	-0.000064	-0.000178	-0.000379	-0.000648	-0.000985	-0.001384	-0.001841	-0.002353	-0.002913	-0.003518	-0.004162	-0.004842	-0.005551	-0.006286	-0.007042	-0.007814	-0.008599	-0.009392	-0.010190	-0.010989	-0.011787	-0.012580	-0.013366	-0.014142	-0.014905	-0.015655	-0.016388	-0.017103	-0.017799	-0.018474	-0.019126	-0.019755	-0.020358	-0.020936	-0.021486	-0.022008	-0.022501	-0.022964	-0.023397	-0.023797	-0.024166	-0.024501	-0.024803	-0.025070	-0.025302	-0.025498	-0.025659	-0.025783	-0.025869	-0.025919	-0.025930	-0.025904	-0.025839	-0.025735	-0.025593	-0.025411	-0.025191	-0.024933	-0.024635	-0.024299	-0.023925	-0.023514	-0.023065	-0.022579	-0.022058	-0.021502	-0.020911	-0.020288	-0.019634	-0.018949	-0.018236	-0.017496	-0.016732	-0.015945	-0.015139	-0.014315	-0.013478	-0.012629	-0.011773	-0.010913	-0.010053	-0.009198	-0.008351	-0.007518	-0.006702	-0.005911	-0.005147	-0.004418	-0.003727	-0.003081	-0.002483	-0.001940	-0.001455	-0.001033	-0.000679	-0.000396	-0.000186	-0.000067	0.000000
